truth_model,study_scenario,factor,mass_mev,anchor_nsigma,injection_rows,injection_toys,sigma_A_over_anchor_median,sigmaA_ref_over_anchor_median,Ahat_minus_Ainj_over_anchor_sigma_median,pull_mean,pull_width,refit_ls_ratio_median,refit_ls_ratio_max,refit_bound_rows,Nsig_win_median,Nsig_train_median,refit_bound_row_fraction,response_rows,paired_response_mean,paired_response_median,paired_response_std,paired_response_candidate_prefit_sigma_units_median,paired_response_anchor_prefit_sigma_units_median,paired_response_anchor_fitted_sigma_units_median
gengamma,2021_10pct,15,220,0.0,10,10,1.0,1.0,0.5136574854000001,0.33982454359068287,1.5857104753367768,11.61195864725251,14.985147681272464,0,0.0,0.0,0.0,,,,,,,
gengamma,2021_10pct,15,220,1.0,10,10,1.0,1.0,0.46711285629149046,0.24813385204050703,1.4532952763083617,11.489769334318037,12.120576701690387,0,1925.0,42.5,0.0,10.0,0.9645669715931791,0.960004057142545,0.0263590711253658,0.960004057142545,0.960004057142545,0.9602145009890277
gengamma,2021_10pct,15,220,3.0,10,10,1.0,1.0,0.4713593616978765,0.22143748066169558,1.4748228665829024,11.496540710340504,12.12391139403764,0,5908.5,127.0,0.0,10.0,0.9793813370586395,0.9785345173645195,0.013711376139004363,2.935603552093559,2.935603552093559,2.9310564297089545
gengamma,2021_10pct,15,220,5.0,10,10,1.0,1.0,0.4506924589592468,0.16753659265992377,1.4198945497857343,11.505950258392756,12.128524615831314,0,9802.5,214.5,0.0,10.0,0.976860191905937,0.9788199749737172,0.017600868223094653,4.894099874868585,4.894099874868585,4.883553659344661
gengamma,2021_10pct,20,60,0.0,10,10,0.999996918988205,0.9999941720086256,-1.277367727085817,-0.9432580818267452,1.133843985509101,8.816994973278067,9.639008681968782,0,0.0,0.0,0.0,,,,,,,
gengamma,2021_10pct,20,60,1.0,10,10,0.9999966571300105,0.9999941720086256,-1.1144698679436496,-0.2918212487729078,1.6643841820384608,8.862218913102083,16.978770706132323,0,6706.0,241.5,0.0,10.0,1.5607776062085645,0.9367704316206724,1.7250887787681861,0.9367816611423196,0.9367704316206724,0.9368076614590393
gengamma,2021_10pct,20,60,3.0,10,10,0.9999942607989591,0.9999941720086256,-1.4256210922905947,-1.258229735973759,0.8358466469086928,8.937046707207315,9.62181059893907,0,19911.5,720.0,0.0,10.0,0.8967835747843166,0.9313136155463628,0.2212276667052701,2.793959065511351,2.7939408466390883,2.793328025383242
gengamma,2021_10pct,20,60,5.0,10,10,1.0000045975107454,0.9999941720086256,-1.4511470335440277,-1.292972758965633,0.853410969047773,8.856056471933083,9.610040153417629,0,33197.0,1214.5,0.0,10.0,0.762954715789455,0.9269216047454902,0.4928750976484828,4.634635020742159,4.634608023727452,4.636458097586917
gengamma,2021_10pct,20,120,0.0,10,10,0.9999998105962056,1.0000007328910594,0.00907912896526221,-0.11166901541782606,1.6423995463982504,12.252250214348967,12.748896158397718,0,0.0,0.0,0.0,,,,,,,
gengamma,2021_10pct,20,120,1.0,10,10,1.0000008503118711,1.0000007328910594,-0.005717708934233498,-0.12749769087072843,1.6451877544816143,12.24918287181881,12.744204382514667,0,4968.0,94.0,0.0,10.0,0.9840170435853715,0.9820570681243976,0.024831489369037778,0.982057159204901,0.9820570681243976,0.981891599361935
